Time,DriverNumber,LapTime,LapNumber,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Stint,LapStartTime,Team,Driver,TrackStatus,IsAccurate,LapStartDate
0 days 01:25:05.400000,1,0 days 00:01:20.344000,17,,,0 days 00:00:23.948000,0 days 00:00:32.182000,0 days 00:00:24.214000,0 days 01:24:09.004000,0 days 01:24:41.186000,0 days 01:25:05.400000,,268.0,278.0,,False,MEDIUM,17.0,True,1,0 days 01:23:45.056000,Red Bull Racing,VER,1,True,2023-06-04 13:24:45.063
0 days 01:26:25.658000,1,0 days 00:01:20.258000,18,,,0 days 00:00:23.839000,0 days 00:00:32.188000,0 days 00:00:24.231000,0 days 01:25:29.239000,0 days 01:26:01.427000,0 days 01:26:25.658000,262.0,267.0,277.0,,False,MEDIUM,18.0,True,1,0 days 01:25:05.400000,Red Bull Racing,VER,1,True,2023-06-04 13:26:05.407
0 days 01:27:45.726000,1,0 days 00:01:20.068000,19,,,0 days 00:00:23.835000,0 days 00:00:32.145000,0 days 00:00:24.088000,0 days 01:26:49.493000,0 days 01:27:21.638000,0 days 01:27:45.726000,260.0,268.0,279.0,,False,MEDIUM,19.0,True,1,0 days 01:26:25.658000,Red Bull Racing,VER,1,True,2023-06-04 13:27:25.665
0 days 01:29:05.714000,1,0 days 00:01:19.988000,20,,,0 days 00:00:23.762000,0 days 00:00:32.130000,0 days 00:00:24.096000,0 days 01:28:09.488000,0 days 01:28:41.618000,0 days 01:29:05.714000,269.0,264.0,279.0,304.0,False,MEDIUM,20.0,True,1,0 days 01:27:45.726000,Red Bull Racing,VER,1,True,2023-06-04 13:28:45.733
0 days 01:30:25.801000,1,0 days 00:01:20.087000,21,,,0 days 00:00:23.772000,0 days 00:00:32.151000,0 days 00:00:24.164000,0 days 01:29:29.486000,0 days 01:30:01.637000,0 days 01:30:25.801000,268.0,266.0,278.0,305.0,False,MEDIUM,21.0,True,1,0 days 01:29:05.714000,Red Bull Racing,VER,1,True,2023-06-04 13:30:05.721
0 days 01:31:45.670000,1,0 days 00:01:19.869000,22,,,0 days 00:00:23.758000,0 days 00:00:32.035000,0 days 00:00:24.076000,0 days 01:30:49.559000,0 days 01:31:21.594000,0 days 01:31:45.670000,265.0,269.0,279.0,,False,MEDIUM,22.0,True,1,0 days 01:30:25.801000,Red Bull Racing,VER,1,True,2023-06-04 13:31:25.808
0 days 01:33:05.768000,1,0 days 00:01:20.098000,23,,,0 days 00:00:23.821000,0 days 00:00:32.068000,0 days 00:00:24.209000,0 days 01:32:09.491000,0 days 01:32:41.559000,0 days 01:33:05.768000,,272.0,279.0,304.0,False,MEDIUM,23.0,True,1,0 days 01:31:45.670000,Red Bull Racing,VER,1,True,2023-06-04 13:32:45.677
0 days 01:34:25.714000,1,0 days 00:01:19.946000,24,,,0 days 00:00:23.670000,0 days 00:00:32.188000,0 days 00:00:24.088000,0 days 01:33:29.438000,0 days 01:34:01.626000,0 days 01:34:25.714000,263.0,263.0,279.0,306.0,False,MEDIUM,24.0,True,1,0 days 01:33:05.768000,Red Bull Racing,VER,1,True,2023-06-04 13:34:05.775
0 days 01:35:45.687000,1,0 days 00:01:19.973000,25,,,0 days 00:00:23.738000,0 days 00:00:32.151000,0 days 00:00:24.084000,0 days 01:34:49.452000,0 days 01:35:21.603000,0 days 01:35:45.687000,262.0,264.0,279.0,305.0,False,MEDIUM,25.0,True,1,0 days 01:34:25.714000,Red Bull Racing,VER,1,True,2023-06-04 13:35:25.721
0 days 01:37:09.530000,1,0 days 00:01:23.843000,26,,0 days 01:37:06.753000,0 days 00:00:23.774000,0 days 00:00:32.091000,0 days 00:00:27.978000,0 days 01:36:09.461000,0 days 01:36:41.552000,0 days 01:37:09.530000,265.0,267.0,,,False,MEDIUM,26.0,True,1,0 days 01:35:45.687000,Red Bull Racing,VER,1,False,2023-06-04 13:36:45.694
0 days 01:38:47.957000,1,0 days 00:01:38.427000,27,0 days 01:37:29.019000,,0 days 00:00:43.370000,0 days 00:00:31.614000,0 days 00:00:23.443000,0 days 01:37:52.900000,0 days 01:38:24.514000,0 days 01:38:47.957000,255.0,262.0,280.0,246.0,False,HARD,1.0,True,2,0 days 01:37:09.530000,Red Bull Racing,VER,1,False,2023-06-04 13:38:09.537
0 days 01:40:06.664000,1,0 days 00:01:18.707000,28,,,0 days 00:00:23.713000,0 days 00:00:31.496000,0 days 00:00:23.498000,0 days 01:39:11.670000,0 days 01:39:43.166000,0 days 01:40:06.664000,260.0,261.0,279.0,302.0,False,HARD,2.0,True,2,0 days 01:38:47.957000,Red Bull Racing,VER,1,True,2023-06-04 13:39:47.964
0 days 01:41:25.524000,1,0 days 00:01:18.860000,29,,,0 days 00:00:23.579000,0 days 00:00:31.646000,0 days 00:00:23.635000,0 days 01:40:30.243000,0 days 01:41:01.889000,0 days 01:41:25.524000,259.0,255.0,279.0,301.0,False,HARD,3.0,True,2,0 days 01:40:06.664000,Red Bull Racing,VER,1,True,2023-06-04 13:41:06.671
0 days 01:42:44.500000,1,0 days 00:01:18.976000,30,,,0 days 00:00:23.717000,0 days 00:00:31.619000,0 days 00:00:23.640000,0 days 01:41:49.241000,0 days 01:42:20.860000,0 days 01:42:44.500000,258.0,260.0,279.0,303.0,False,HARD,4.0,True,2,0 days 01:41:25.524000,Red Bull Racing,VER,1,True,2023-06-04 13:42:25.531
0 days 01:44:03.665000,1,0 days 00:01:19.165000,31,,,0 days 00:00:23.806000,0 days 00:00:31.687000,0 days 00:00:23.672000,0 days 01:43:08.306000,0 days 01:43:39.993000,0 days 01:44:03.665000,257.0,263.0,281.0,,False,HARD,5.0,True,2,0 days 01:42:44.500000,Red Bull Racing,VER,1,True,2023-06-04 13:43:44.507
0 days 01:45:22.543000,1,0 days 00:01:18.878000,32,,,0 days 00:00:23.520000,0 days 00:00:31.691000,0 days 00:00:23.667000,0 days 01:44:27.185000,0 days 01:44:58.876000,0 days 01:45:22.543000,260.0,262.0,280.0,304.0,False,HARD,6.0,True,2,0 days 01:44:03.665000,Red Bull Racing,VER,1,True,2023-06-04 13:45:03.672
0 days 01:46:41.732000,1,0 days 00:01:19.189000,33,,,0 days 00:00:23.678000,0 days 00:00:31.746000,0 days 00:00:23.765000,0 days 01:45:46.221000,0 days 01:46:17.967000,0 days 01:46:41.732000,,260.0,280.0,,False,HARD,7.0,True,2,0 days 01:45:22.543000,Red Bull Racing,VER,1,True,2023-06-04 13:46:22.550
0 days 01:48:00.538000,1,0 days 00:01:18.806000,34,,,0 days 00:00:23.501000,0 days 00:00:31.599000,0 days 00:00:23.706000,0 days 01:47:05.233000,0 days 01:47:36.832000,0 days 01:48:00.538000,261.0,264.0,281.0,305.0,False,HARD,8.0,True,2,0 days 01:46:41.732000,Red Bull Racing,VER,1,True,2023-06-04 13:47:41.739
0 days 01:49:19.428000,1,0 days 00:01:18.890000,35,,,0 days 00:00:23.533000,0 days 00:00:31.641000,0 days 00:00:23.716000,0 days 01:48:24.071000,0 days 01:48:55.712000,0 days 01:49:19.428000,265.0,263.0,280.0,,False,HARD,9.0,True,2,0 days 01:48:00.538000,Red Bull Racing,VER,1,True,2023-06-04 13:49:00.545
0 days 01:50:38.217000,1,0 days 00:01:18.789000,36,,,0 days 00:00:23.490000,0 days 00:00:31.479000,0 days 00:00:23.820000,0 days 01:49:42.918000,0 days 01:50:14.397000,0 days 01:50:38.217000,270.0,268.0,282.0,306.0,False,HARD,10.0,True,2,0 days 01:49:19.428000,Red Bull Racing,VER,1,True,2023-06-04 13:50:19.435
0 days 01:51:57.243000,1,0 days 00:01:19.026000,37,,,0 days 00:00:23.422000,0 days 00:00:31.723000,0 days 00:00:23.881000,0 days 01:51:01.639000,0 days 01:51:33.362000,0 days 01:51:57.243000,264.0,266.0,283.0,307.0,False,HARD,11.0,True,2,0 days 01:50:38.217000,Red Bull Racing,VER,1,True,2023-06-04 13:51:38.224
0 days 01:53:16.660000,1,0 days 00:01:19.417000,38,,,0 days 00:00:23.483000,0 days 00:00:31.855000,0 days 00:00:24.079000,0 days 01:52:20.726000,0 days 01:52:52.581000,0 days 01:53:16.660000,263.0,270.0,282.0,309.0,False,HARD,12.0,True,2,0 days 01:51:57.243000,Red Bull Racing,VER,1,True,2023-06-04 13:52:57.250
0 days 01:54:35.982000,1,0 days 00:01:19.322000,39,,,0 days 00:00:23.636000,0 days 00:00:31.688000,0 days 00:00:23.998000,0 days 01:53:40.296000,0 days 01:54:11.984000,0 days 01:54:35.982000,272.0,273.0,282.0,310.0,False,HARD,13.0,True,2,0 days 01:53:16.660000,Red Bull Racing,VER,1,True,2023-06-04 13:54:16.667
0 days 01:55:55.370000,1,0 days 00:01:19.388000,40,,,0 days 00:00:23.530000,0 days 00:00:31.967000,0 days 00:00:23.891000,0 days 01:54:59.512000,0 days 01:55:31.479000,0 days 01:55:55.370000,264.0,266.0,281.0,309.0,False,HARD,14.0,True,2,0 days 01:54:35.982000,Red Bull Racing,VER,1,True,2023-06-04 13:55:35.989
0 days 01:57:14.900000,1,0 days 00:01:19.530000,41,,,0 days 00:00:23.603000,0 days 00:00:32.057000,0 days 00:00:23.870000,0 days 01:56:18.973000,0 days 01:56:51.030000,0 days 01:57:14.900000,257.0,267.0,282.0,308.0,False,HARD,15.0,True,2,0 days 01:55:55.370000,Red Bull Racing,VER,1,True,2023-06-04 13:56:55.377
0 days 01:58:33.992000,1,0 days 00:01:19.092000,42,,,0 days 00:00:23.452000,0 days 00:00:31.802000,0 days 00:00:23.838000,0 days 01:57:38.352000,0 days 01:58:10.154000,0 days 01:58:33.992000,267.0,265.0,282.0,310.0,False,HARD,16.0,True,2,0 days 01:57:14.900000,Red Bull Racing,VER,1,True,2023-06-04 13:58:14.907
0 days 01:59:52.904000,1,0 days 00:01:18.912000,43,,,0 days 00:00:23.399000,0 days 00:00:31.699000,0 days 00:00:23.814000,0 days 01:58:57.391000,0 days 01:59:29.090000,0 days 01:59:52.904000,269.0,272.0,281.0,309.0,False,HARD,17.0,True,2,0 days 01:58:33.992000,Red Bull Racing,VER,1,True,2023-06-04 13:59:33.999
0 days 02:01:11.874000,1,0 days 00:01:18.970000,44,,,0 days 00:00:23.397000,0 days 00:00:31.775000,0 days 00:00:23.798000,0 days 02:00:16.301000,0 days 02:00:48.076000,0 days 02:01:11.874000,268.0,269.0,281.0,308.0,False,HARD,18.0,True,2,0 days 01:59:52.904000,Red Bull Racing,VER,1,True,2023-06-04 14:00:52.911
0 days 02:02:30.978000,1,0 days 00:01:19.104000,45,,,0 days 00:00:23.437000,0 days 00:00:31.771000,0 days 00:00:23.896000,0 days 02:01:35.311000,0 days 02:02:07.082000,0 days 02:02:30.978000,269.0,268.0,281.0,307.0,False,HARD,19.0,True,2,0 days 02:01:11.874000,Red Bull Racing,VER,1,True,2023-06-04 14:02:11.881
0 days 02:03:49.818000,1,0 days 00:01:18.840000,46,,,0 days 00:00:23.373000,0 days 00:00:31.692000,0 days 00:00:23.775000,0 days 02:02:54.351000,0 days 02:03:26.043000,0 days 02:03:49.818000,271.0,273.0,282.0,,False,HARD,20.0,True,2,0 days 02:02:30.978000,Red Bull Racing,VER,1,True,2023-06-04 14:03:30.985
0 days 02:05:08.927000,1,0 days 00:01:19.109000,47,,,0 days 00:00:23.468000,0 days 00:00:31.738000,0 days 00:00:23.903000,0 days 02:04:13.286000,0 days 02:04:45.024000,0 days 02:05:08.927000,268.0,271.0,282.0,308.0,False,HARD,21.0,True,2,0 days 02:03:49.818000,Red Bull Racing,VER,1,True,2023-06-04 14:04:49.825
0 days 02:06:27.880000,1,0 days 00:01:18.953000,48,,,0 days 00:00:23.344000,0 days 00:00:31.884000,0 days 00:00:23.725000,0 days 02:05:32.271000,0 days 02:06:04.155000,0 days 02:06:27.880000,,270.0,283.0,,False,HARD,22.0,True,2,0 days 02:05:08.927000,Red Bull Racing,VER,1,True,2023-06-04 14:06:08.934
0 days 02:07:46.973000,1,0 days 00:01:19.093000,49,,,0 days 00:00:23.434000,0 days 00:00:31.793000,0 days 00:00:23.866000,0 days 02:06:51.314000,0 days 02:07:23.107000,0 days 02:07:46.973000,269.0,271.0,283.0,310.0,False,HARD,23.0,True,2,0 days 02:06:27.880000,Red Bull Racing,VER,1,True,2023-06-04 14:07:27.887
0 days 02:09:06.194000,1,0 days 00:01:19.221000,50,,,0 days 00:00:23.587000,0 days 00:00:31.739000,0 days 00:00:23.895000,0 days 02:08:10.560000,0 days 02:08:42.299000,0 days 02:09:06.194000,274.0,270.0,282.0,,False,HARD,24.0,True,2,0 days 02:07:46.973000,Red Bull Racing,VER,1,True,2023-06-04 14:08:46.980
0 days 02:10:24.962000,1,0 days 00:01:18.768000,51,,,0 days 00:00:23.256000,0 days 00:00:31.693000,0 days 00:00:23.819000,0 days 02:09:29.450000,0 days 02:10:01.143000,0 days 02:10:24.962000,,269.0,284.0,309.0,False,HARD,25.0,True,2,0 days 02:09:06.194000,Red Bull Racing,VER,1,True,2023-06-04 14:10:06.201
0 days 02:11:47.811000,1,0 days 00:01:22.849000,52,,0 days 02:11:45.029000,0 days 00:00:23.318000,0 days 00:00:31.785000,0 days 00:00:27.746000,0 days 02:10:48.280000,0 days 02:11:20.065000,0 days 02:11:47.811000,270.0,274.0,,308.0,False,HARD,26.0,True,2,0 days 02:10:24.962000,Red Bull Racing,VER,1,False,2023-06-04 14:11:24.969
0 days 02:13:25.042000,1,0 days 00:01:37.231000,53,0 days 02:12:07.388000,,0 days 00:00:42.679000,0 days 00:00:31.305000,0 days 00:00:23.247000,0 days 02:12:30.490000,0 days 02:13:01.795000,0 days 02:13:25.042000,258.0,265.0,282.0,252.0,False,SOFT,3.0,False,3,0 days 02:11:47.811000,Red Bull Racing,VER,1,False,2023-06-04 14:12:47.818
0 days 02:14:42.515000,1,0 days 00:01:17.473000,54,,,0 days 00:00:23.447000,0 days 00:00:30.874000,0 days 00:00:23.152000,0 days 02:13:48.489000,0 days 02:14:19.363000,0 days 02:14:42.515000,263.0,268.0,282.0,305.0,False,SOFT,4.0,False,3,0 days 02:13:25.042000,Red Bull Racing,VER,1,True,2023-06-04 14:14:25.049
0 days 02:16:00.281000,1,0 days 00:01:17.766000,55,,,0 days 00:00:23.357000,0 days 00:00:31.159000,0 days 00:00:23.250000,0 days 02:15:05.872000,0 days 02:15:37.031000,0 days 02:16:00.281000,261.0,262.0,284.0,307.0,False,SOFT,5.0,False,3,0 days 02:14:42.515000,Red Bull Racing,VER,1,True,2023-06-04 14:15:42.522
0 days 02:17:17.464000,1,0 days 00:01:17.183000,56,,,0 days 00:00:23.139000,0 days 00:00:30.814000,0 days 00:00:23.230000,0 days 02:16:23.420000,0 days 02:16:54.234000,0 days 02:17:17.464000,267.0,281.0,282.0,308.0,False,SOFT,6.0,False,3,0 days 02:16:00.281000,Red Bull Racing,VER,1,True,2023-06-04 14:17:00.288
0 days 02:18:34.770000,1,0 days 00:01:17.306000,57,,,0 days 00:00:23.111000,0 days 00:00:31.002000,0 days 00:00:23.193000,0 days 02:17:40.575000,0 days 02:18:11.577000,0 days 02:18:34.770000,269.0,272.0,283.0,305.0,False,SOFT,7.0,False,3,0 days 02:17:17.464000,Red Bull Racing,VER,1,True,2023-06-04 14:18:17.471
0 days 02:19:52.272000,1,0 days 00:01:17.502000,58,,,0 days 00:00:23.174000,0 days 00:00:31.002000,0 days 00:00:23.326000,0 days 02:18:57.944000,0 days 02:19:28.946000,0 days 02:19:52.272000,262.0,269.0,282.0,304.0,False,SOFT,8.0,False,3,0 days 02:18:34.770000,Red Bull Racing,VER,1,True,2023-06-04 14:19:34.777
0 days 02:21:10.033000,1,0 days 00:01:17.761000,59,,,0 days 00:00:23.339000,0 days 00:00:31.132000,0 days 00:00:23.290000,0 days 02:20:15.611000,0 days 02:20:46.743000,0 days 02:21:10.033000,261.0,270.0,282.0,305.0,False,SOFT,9.0,False,3,0 days 02:19:52.272000,Red Bull Racing,VER,1,True,2023-06-04 14:20:52.279
0 days 02:22:28.238000,1,0 days 00:01:18.205000,60,,,0 days 00:00:23.504000,0 days 00:00:31.235000,0 days 00:00:23.466000,0 days 02:21:33.537000,0 days 02:22:04.772000,0 days 02:22:28.238000,259.0,259.0,284.0,306.0,False,SOFT,10.0,False,3,0 days 02:21:10.033000,Red Bull Racing,VER,1,True,2023-06-04 14:22:10.040
0 days 02:23:44.568000,1,0 days 00:01:16.330000,61,,,0 days 00:00:22.706000,0 days 00:00:30.589000,0 days 00:00:23.035000,0 days 02:22:50.944000,0 days 02:23:21.533000,0 days 02:23:44.568000,283.0,285.0,286.0,307.0,True,SOFT,11.0,False,3,0 days 02:22:28.238000,Red Bull Racing,VER,1,True,2023-06-04 14:23:28.245
0 days 02:25:02.582000,1,0 days 00:01:18.014000,62,,,0 days 00:00:23.411000,0 days 00:00:31.301000,0 days 00:00:23.302000,0 days 02:24:07.979000,0 days 02:24:39.280000,0 days 02:25:02.582000,264.0,270.0,284.0,,False,SOFT,12.0,False,3,0 days 02:23:44.568000,Red Bull Racing,VER,1,True,2023-06-04 14:24:44.575
0 days 02:26:20.279000,1,0 days 00:01:17.697000,63,,,0 days 00:00:23.214000,0 days 00:00:31.199000,0 days 00:00:23.284000,0 days 02:25:25.796000,0 days 02:25:56.995000,0 days 02:26:20.279000,270.0,267.0,286.0,310.0,False,SOFT,13.0,False,3,0 days 02:25:02.582000,Red Bull Racing,VER,1,True,2023-06-04 14:26:02.589
0 days 02:27:38.838000,1,0 days 00:01:18.559000,64,,,0 days 00:00:23.093000,0 days 00:00:31.812000,0 days 00:00:23.654000,0 days 02:26:43.372000,0 days 02:27:15.184000,0 days 02:27:38.838000,263.0,238.0,284.0,,False,SOFT,14.0,False,3,0 days 02:26:20.279000,Red Bull Racing,VER,1,True,2023-06-04 14:27:20.286
0 days 02:28:56.449000,1,0 days 00:01:17.611000,65,,,0 days 00:00:23.162000,0 days 00:00:31.116000,0 days 00:00:23.333000,0 days 02:28:02,0 days 02:28:33.116000,0 days 02:28:56.449000,273.0,273.0,284.0,307.0,False,SOFT,15.0,False,3,0 days 02:27:38.838000,Red Bull Racing,VER,1,True,2023-06-04 14:28:38.845
0 days 02:30:14.157000,1,0 days 00:01:17.708000,66,,,0 days 00:00:23.044000,0 days 00:00:31.201000,0 days 00:00:23.463000,0 days 02:29:19.493000,0 days 02:29:50.694000,0 days 02:30:14.157000,271.0,274.0,283.0,,False,SOFT,16.0,False,3,0 days 02:28:56.449000,Red Bull Racing,VER,1,True,2023-06-04 14:29:56.456
0 days 01:03:42.568000,44,,1,0 days 00:15:36.732000,,,0 days 00:00:33.216000,0 days 00:00:24.402000,,0 days 01:03:18.227000,0 days 01:03:42.649000,259.0,260.0,273.0,284.0,False,SOFT,4.0,False,1,0 days 01:02:15.963000,Mercedes,HAM,1,False,2023-06-04 13:03:15.970
0 days 01:05:04.246000,44,0 days 00:01:21.678000,2,,,0 days 00:00:24.411000,0 days 00:00:32.621000,0 days 00:00:24.646000,0 days 01:04:06.979000,0 days 01:04:39.600000,0 days 01:05:04.246000,263.0,268.0,273.0,305.0,False,SOFT,5.0,False,1,0 days 01:03:42.568000,Mercedes,HAM,1,True,2023-06-04 13:04:42.575
0 days 01:06:25.085000,44,0 days 00:01:20.839000,3,,,0 days 00:00:24.050000,0 days 00:00:32.499000,0 days 00:00:24.290000,0 days 01:05:28.296000,0 days 01:06:00.795000,0 days 01:06:25.085000,259.0,264.0,275.0,303.0,False,SOFT,6.0,False,1,0 days 01:05:04.246000,Mercedes,HAM,1,True,2023-06-04 13:06:04.253
0 days 01:07:46.047000,44,0 days 00:01:20.962000,4,,,0 days 00:00:24.207000,0 days 00:00:32.538000,0 days 00:00:24.217000,0 days 01:06:49.292000,0 days 01:07:21.830000,0 days 01:07:46.047000,257.0,258.0,275.0,304.0,False,SOFT,7.0,False,1,0 days 01:06:25.085000,Mercedes,HAM,1,True,2023-06-04 13:07:25.092
0 days 01:09:06.802000,44,0 days 00:01:20.755000,5,,,0 days 00:00:24.148000,0 days 00:00:32.390000,0 days 00:00:24.217000,0 days 01:08:10.195000,0 days 01:08:42.585000,0 days 01:09:06.802000,262.0,266.0,274.0,,False,SOFT,8.0,False,1,0 days 01:07:46.047000,Mercedes,HAM,1,True,2023-06-04 13:08:46.054
0 days 01:10:27.507000,44,0 days 00:01:20.705000,6,,,0 days 00:00:24.086000,0 days 00:00:32.368000,0 days 00:00:24.251000,0 days 01:09:30.888000,0 days 01:10:03.256000,0 days 01:10:27.507000,264.0,265.0,281.0,,False,SOFT,9.0,False,1,0 days 01:09:06.802000,Mercedes,HAM,1,True,2023-06-04 13:10:06.809
0 days 01:11:47.995000,44,0 days 00:01:20.488000,7,,,0 days 00:00:23.663000,0 days 00:00:32.592000,0 days 00:00:24.233000,0 days 01:10:51.170000,0 days 01:11:23.762000,0 days 01:11:47.995000,259.0,274.0,285.0,327.0,False,SOFT,10.0,False,1,0 days 01:10:27.507000,Mercedes,HAM,1,True,2023-06-04 13:11:27.514
0 days 01:13:08.473000,44,0 days 00:01:20.478000,8,,,0 days 00:00:23.773000,0 days 00:00:32.504000,0 days 00:00:24.201000,0 days 01:12:11.768000,0 days 01:12:44.272000,0 days 01:13:08.473000,266.0,256.0,274.0,331.0,False,SOFT,11.0,False,1,0 days 01:11:47.995000,Mercedes,HAM,1,True,2023-06-04 13:12:48.002
